id,bgg_id,title,release_year,url,min_players,max_players,min_play_time,max_play_time,min_age,avg_rating,no_of_ratings,std_deviation,weight,overall_rank,own_count,categories,mechanics,created_at,updated_at
247,144733,Russian Railroads,2013,https://cf.geekdo-images.com/B0oEVgeqs4_rT8oyb1_Juw__small/img/oZkHYUMtcGVwg_gz6OjtuiD3vmU=/fit-in/200x150/filters:strip_icc()/pic1772936.jpg,2,4,120,120,13,7.72494,18701,1.29822,3.3973,147,16827,"Industry / Manufacturing, Trains","End Game Bonuses, Tech Trees / Tech Tracks, Turn Order: Claim Action, Worker Placement",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
233,146021,Eldritch Horror,2013,https://cf.geekdo-images.com/oxdsZKIX5_3ovDo38EIaeg__small/img/I1oCwOcGxAOVx2VE2LcXuKWoLvY=/fit-in/200x150/filters:strip_icc()/pic1872452.jpg,1,8,120,240,14,7.7433,38502,1.54735,3.3204,133,59116,"Adventure, Fighting, Horror, Novel-based, Travel","Action Points, Cooperative Game, Dice Rolling, Point to Point Movement, Resource to Move, Role Playing, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
293,146652,Legendary Encounters: An Alien Deck Building Game,2014,https://cf.geekdo-images.com/jSz_KRUxsjGYitoqx9YH1Q__small/img/AT5BHzGvyKq2w84Cw97JX3tDy-I=/fit-in/200x150/filters:strip_icc()/pic2225180.jpg,1,5,30,60,17,7.7551,13605,1.36858,2.7063,193,19050,"Card Game, Fighting, Horror, Movies / TV / Radio theme, Science Fiction","Cooperative Game, Deck, Bag, and Pool Building, Delayed Purchase, Events, Hidden Roles, Open Drafting, Player Elimination, Solo / Solitaire Game, Team-Based Game, Traitor Game, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
270,147020,Star Realms,2014,https://cf.geekdo-images.com/EsJqPL5CB_TMt0MYL-lnVg__small/img/s_CE1b1XXUnYj9auTPhLrvkNsYA=/fit-in/200x150/filters:strip_icc()/pic1903816.jpg,2,2,20,20,12,7.55362,47322,1.27249,1.9153,170,70168,"Card Game, Fighting, Science Fiction","Deck, Bag, and Pool Building, Delayed Purchase, Hand Management, Income, Multi-Use Cards, Open Drafting, Player Elimination, Set Collection, Tags, Take That, Variable Set-up",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
287,148949,Istanbul,2014,https://cf.geekdo-images.com/PHH9Mreen2sBcxV6ZsE3ew__small/img/Vzpg3sdeAbCy0IxSAoh1aH9nvDE=/fit-in/200x150/filters:strip_icc()/pic1885326.jpg,2,5,40,60,10,7.53755,33196,1.14847,2.5831,187,38430,Economic,"Contracts, Dice Rolling, Grid Movement, Mancala, Market, Modular Board, Network and Route Building, Pick-up and Deliver, Race, Variable Set-up, Worker Placement",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
217,155821,Inis,2016,https://cf.geekdo-images.com/6QE8mnPFmauoj2THsyUYPA__small/img/m63hnvHi6jqlva52FGaWbEqzjys=/fit-in/200x150/filters:strip_icc()/pic4739757.jpg,2,4,60,90,14,7.81755,22440,1.46794,2.944,117,28675,"Ancient, Card Game, Exploration, Mythology, Wargame","Action Drafting, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Closed Drafting, Hand Management, Hexagon Grid, Interrupts, King of the Hill, Map Addition, Modular Board, Take That, Variable Set-up",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
93,157354,Five Tribes: The Djinns of Naqala,2014,https://cf.geekdo-images.com/dmo-WD6HZHVUPrbVHunaTw__small/img/I6KVJlQgS1GfWDPSWAFNqce4Cgc=/fit-in/200x150/filters:strip_icc()/pic2055255.jpg,2,4,40,80,13,7.76462,44427,1.26827,2.838,93,58498,"Arabian, Fantasy, Mythology","Auction / Bidding, Constrained Bidding, End Game Bonuses, Hidden Victory Points, Mancala, Modular Board, Set Collection, Square Grid, Take That, Turn Order: Auction, Variable Player Powers, Variable Set-up, Victory Points as a Resource",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
97,159675,Fields of Arle,2014,https://cf.geekdo-images.com/0w8go6cfvlpgJKydHUkDtA__small/img/0z1o-kU2xYwmVO8oNszdt1V4K54=/fit-in/200x150/filters:strip_icc()/pic2225968.png,1,2,60,120,13,8.02698,12118,1.29081,3.8414,97,18415,"Economic, Farming, Industry / Manufacturing","Automatic Resource Growth, Highest-Lowest Scoring, Income, Set Collection, Solo / Solitaire Game, Turn Order: Claim Action, Turn Order: Progressive, Worker Placement",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
65,161533,Lisboa,2017,https://cf.geekdo-images.com/OrHS8_a1CqSGiXeTfCk0Wg__small/img/ZBTT0qZcD5HMFlhFN7PLMe6zXvg=/fit-in/200x150/filters:strip_icc()/pic3209553.jpg,1,4,60,120,12,8.17315,12473,1.45669,4.5733,65,18440,"City Building, Economic, Industry / Manufacturing, Political","Area Majority / Influence, Hand Management, Multi-Use Cards, Open Drafting, Set Collection, Solo / Solitaire Game, Tile Placement",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
3,161936,Pandemic Legacy: Season 1,2015,https://cf.geekdo-images.com/-Qer2BBPG7qGGDu6KcVDIw__small/img/NQQcjS31TO0DE246N9rpt0hd9eo=/fit-in/200x150/filters:strip_icc()/pic2452831.png,2,4,60,60,13,8.50806,56577,1.60668,2.828,3,88085,"Environmental, Medical","Action Points, Cooperative Game, Hand Management, Legacy Game, Multi-Use Cards, Point to Point Movement, Scenario / Mission / Campaign Game, Set Collection, Tags, Trading, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
275,161970,Alchemists,2014,https://cf.geekdo-images.com/ztNshEv3Fsm46HCJaEOFPw__small/img/-a0oJ_E49V_7PDW78W7KIyS3rF8=/fit-in/200x150/filters:strip_icc()/pic2241156.png,2,4,120,120,12,7.63622,24056,1.43269,3.9244,175,32893,"Deduction, Fantasy, Puzzle","Action Drafting, Action Queue, Constrained Bidding, Deduction, End Game Bonuses, Events, Hand Management, Open Drafting, Turn Order: Progressive, Worker Placement",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
11,162886,Spirit Island,2017,https://cf.geekdo-images.com/kjCm4ZvPjIZxS-mYgSPy1g__small/img/aUlIih2_R7P8IYKeyNl2heLQbu8=/fit-in/200x150/filters:strip_icc()/pic7013651.jpg,1,4,90,120,13,8.33958,60359,1.5204,4.0759,11,93009,"Environmental, Fantasy, Mythology, Territory Building","Action Retrieval, Area Majority / Influence, Automatic Resource Growth, Campaign / Battle Card Driven, Cooperative Game, Deck, Bag, and Pool Building, Hand Management, Modular Board, Simultaneous Action Selection, Solo / Solitaire Game, Tags, Variable Player Powers, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
216,163068,Trickerion: Legends of Illusion,2015,https://cf.geekdo-images.com/9gob752VqEklQFV_gz16hw__small/img/C2GPhkDu7fWK6L64MTOaYVRCgS4=/fit-in/200x150/filters:strip_icc()/pic2585510.png,2,4,60,180,14,7.97078,12237,1.43693,4.2595,116,17137,Post-Napoleonic,"Action Points, Action Queue, Catch the Leader, Dice Rolling, Simultaneous Action Selection, Tile Placement, Turn Order: Stat-Based, Worker Placement, Worker Placement, Different Worker Types",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
241,163412,Patchwork,2014,https://cf.geekdo-images.com/RDOwMRBnIb3Ehl6GyXj9xg__small/img/nxex9ASN99exPLXEc9E4s08qZzc=/fit-in/200x150/filters:strip_icc()/pic8669620.jpg,2,2,15,30,8,7.58259,72335,1.17205,1.599,141,118780,"Abstract Strategy, Economic, Puzzle","Grid Coverage, Income, Open Drafting, Rondel, Square Grid, Tile Placement, Turn Order: Stat-Based, Turn Order: Time Track, Victory Points as a Resource",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
81,164153,Star Wars: Imperial Assault,2014,https://cf.geekdo-images.com/pIQ_MXvaoARRp1loCHJuHg__small/img/AD5YvNSUaVvITmtQb1-b01VuBbs=/fit-in/200x150/filters:strip_icc()/pic2247647.jpg,2,5,60,120,14,7.95673,25661,1.41786,3.3013,81,44537,"Adventure, Exploration, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Dice Rolling, Die Icon Resolution, Grid Movement, Line of Sight, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Square Grid, Team-Based Game, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
37,164928,Orléans,2014,https://cf.geekdo-images.com/nagl1li6kYt9elV9jbfVQw__small/img/ykeqdM_Naz4IiqOgyB1arzteOiU=/fit-in/200x150/filters:strip_icc()/pic6228507.jpg,2,5,90,90,12,8.04752,34650,1.16898,3.0153,37,42034,"Medieval, Religious, Travel","Contracts, Deck, Bag, and Pool Building, End Game Bonuses, Events, Kill Steal, Point to Point Movement, Simultaneous Action Selection, Tech Trees / Tech Tracks, Turn Order: Progressive, Variable Set-up, Worker Placement, Different Worker Types",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
23,167355,Nemesis,2018,https://cf.geekdo-images.com/4KSmlm59w0GwLIlgDnJDAQ__small/img/P20AxSqNHOEM5qT_doqeeE7JAHQ=/fit-in/200x150/filters:strip_icc()/pic8211747.png,1,5,90,180,12,8.25323,35879,1.52266,3.4877,23,48630,"Adventure, Horror, Miniatures, Science Fiction","Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Hand Management, Hidden Roles, Interrupts, Modular Board, Player Elimination, Semi-Cooperative Game, Solo / Solitaire Game, Team-Based Game, Traitor Game, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
9,167791,Terraforming Mars,2016,https://cf.geekdo-images.com/wg9oOLcsKvDesSUdZQ4rxw__small/img/BTxqxgYay5tHJfVoJ2NF5g43_gA=/fit-in/200x150/filters:strip_icc()/pic3536616.jpg,1,5,120,120,12,8.34201,109861,1.42823,3.2664,9,154055,"Civilization, Economic, Environmental, Industry / Manufacturing, Science Fiction, Space Exploration, Territory Building","Closed Drafting, Contracts, End Game Bonuses, Hand Management, Hexagon Grid, Income, Solo / Solitaire Game, Tags, Take That, Tile Placement, Turn Order: Progressive, Variable Player Powers, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
22,169786,Scythe,2016,https://cf.geekdo-images.com/7k_nOxpO9OGIjhLq2BUZdA__small/img/eQ69OEDdjYjfKg6q5Navee87skU=/fit-in/200x150/filters:strip_icc()/pic3163924.jpg,1,5,115,115,14,8.10806,91078,1.45755,3.4527,22,124801,"Economic, Fighting, Science Fiction, Territory Building","Area Majority / Influence, Card Play Conflict Resolution, Contracts, End Game Bonuses, Force Commitment, Grid Movement, Hexagon Grid, King of the Hill, Movement Points, Narrative Choice / Paragraph, Solo / Solitaire Game, Take That, Tech Trees / Tech Tracks, Variable Player Powers, Variable Set-up, Victory Points as a Resource, Zone of Control",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
231,170042,Raiders of the North Sea,2015,https://cf.geekdo-images.com/hXdfAhgZ8OeyWLunt36wlw__small/img/vh7ttK5C_kKf5YZNYOY4vfsgXHU=/fit-in/200x150/filters:strip_icc()/pic3578101.jpg,2,4,60,80,12,7.7227,26001,1.18146,2.5741,131,34414,"Medieval, Nautical","Contracts, Dice Rolling, Hand Management, Worker Placement, Worker Placement, Different Worker Types",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
61,170216,Blood Rage,2015,https://cf.geekdo-images.com/HkZSJfQnZ3EpS214xtuplg__small/img/NLhVdU8xazrgS5dA6nVCYmN2DNI=/fit-in/200x150/filters:strip_icc()/pic2439223.jpg,2,4,60,90,14,7.90497,50842,1.41825,2.8817,61,60794,"Fantasy, Fighting, Miniatures, Mythology","Action Points, Area Majority / Influence, Area Movement, Card Play Conflict Resolution, Closed Drafting, Hand Management, Map Reduction, Memory, Open Drafting, Simultaneous Action Selection, Take That, Turn Order: Progressive",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
213,171623,The Voyages of Marco Polo,2015,https://cf.geekdo-images.com/n1G7_aWToLAAB7Mqt8iwyA__small/img/qfEgrXBN5L1EeMQ91siw6r_OoL4=/fit-in/200x150/filters:strip_icc()/pic2461346.png,2,4,40,100,12,7.76794,25995,1.26256,3.1784,113,27689,"Dice, Economic, Medieval, Travel","Contracts, Dice Rolling, End Game Bonuses, Point to Point Movement, Resource to Move, Turn Order: Claim Action, Variable Player Powers, Variable Set-up, Worker Placement with Dice Workers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
261,172287,Champions of Midgard,2015,https://cf.geekdo-images.com/VJwOnMF5vwJg2Yaq6ozn3Q__small/img/Ms3h8cBxGzfcKB16q1KPOsmnoG8=/fit-in/200x150/filters:strip_icc()/pic2869714.jpg,2,4,60,90,10,7.70569,18531,1.26167,2.6237,161,25997,"Adventure, Dice, Fantasy, Fighting, Medieval, Mythology","Dice Rolling, Set Collection, Variable Player Powers, Worker Placement",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
240,172386,Mombasa,2015,https://cf.geekdo-images.com/VceWk5QVkgIp6rWDl5qHKQ__small/img/_4ZkvkgZey9R2OJOw_TqF426Qew=/fit-in/200x150/filters:strip_icc()/pic2611318.jpg,2,4,75,150,12,7.83846,13762,1.263,3.8902,140,15198,"Economic, Post-Napoleonic","Action Queue, Area Majority / Influence, Deck, Bag, and Pool Building, Hand Management, Investment, Open Drafting, Simultaneous Action Selection, Stock Holding, Turn Order: Claim Action, Variable Player Powers, Victory Points as a Resource, Worker Placement",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
21,173346,7 Wonders Duel,2015,https://cf.geekdo-images.com/zdagMskTF7wJBPjX74XsRw__small/img/gV1-ckZSIC-dCxxpq1Y7GmPITzQ=/fit-in/200x150/filters:strip_icc()/pic2576399.jpg,2,2,30,30,10,8.08171,105683,1.19887,2.2274,21,177793,"Ancient, Card Game, City Building, Civilization, Economic","End Game Bonuses, Income, Melding and Splaying, Modular Board, Multi-Use Cards, Once-Per-Game Abilities, Open Drafting, Score-and-Reset Game, Set Collection, Sudden Death Ending, Tags, Tech Trees / Tech Tracks, Track Movement, Tug of War, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
4,174430,Gloomhaven,2017,https://cf.geekdo-images.com/sZYp_3BTDGjh2unaZfZmuA__small/img/veqFeP4d_3zNhFc3GNBkV95rBEQ=/fit-in/200x150/filters:strip_icc()/pic2437871.jpg,1,4,60,120,14,8.55082,66043,1.73616,3.913,4,102829,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Action Queue, Action Retrieval, Campaign / Battle Card Driven, Card Play Conflict Resolution, Communication Limits, Cooperative Game, Critical Hits and Failures, Deck Construction, Grid Movement, Hand Management, Hexagon Grid, Legacy Game, Line of Sight, Modular Board, Multi-Use Cards, Narrative Choice / Paragraph, Once-Per-Game Abilities, Role Playing, Scenario / Mission / Campaign Game, Simultaneous Action Selection, Solo / Solitaire Game, Storytelling, Tags, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
255,175155,Forbidden Stars,2015,https://cf.geekdo-images.com/WlvyznYhlYNXMtMbKKu1oA__small/img/cudczHrJs0wFKywIHBQ6Fb7D7oY=/fit-in/200x150/filters:strip_icc()/pic2471359.jpg,2,4,120,180,14,7.98053,9853,1.46899,3.8427,155,13990,"Bluffing, Fighting, Science Fiction, Wargame","Area Majority / Influence, Area Movement, Card Play Conflict Resolution, Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Modular Board, Order Counters, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
249,175640,Vinhos: Deluxe Edition,2016,https://cf.geekdo-images.com/JuyN9UOenAG_BlO-APPpdw__small/img/hQLejMza7x_sM1hW24jAocbyqHY=/fit-in/200x150/filters:strip_icc()/pic2649446.jpg,1,4,90,180,12,8.06371,7732,1.25679,3.9926,149,13432,"Economic, Industry / Manufacturing","Area Majority / Influence, Variable Phase Order, Worker Placement",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
49,175914,Food Chain Magnate,2015,https://cf.geekdo-images.com/Wtxml94LAXsIWQCxGPS63Q__small/img/LKU2KoMev222qUIKyNqaCF_ZLPY=/fit-in/200x150/filters:strip_icc()/pic2649434.png,2,5,120,240,14,8.03914,22411,1.60915,4.1885,49,27232,"Economic, Industry / Manufacturing","Delayed Purchase, Income, Market, Modular Board, Open Drafting, Simultaneous Action Selection, Tech Trees / Tech Tracks, Victory Points as a Resource",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
24,177736,A Feast for Odin,2016,https://cf.geekdo-images.com/s9oGMCo1fcfV4Dk3EnqLZw__small/img/AKxMMz2DTbBrEynhDROla8fdjJ4=/fit-in/200x150/filters:strip_icc()/pic3146943.png,1,4,30,120,12,8.16481,32324,1.37761,3.8636,24,42170,"Animals, Farming, Industry / Manufacturing, Medieval, Puzzle","Action Points, Automatic Resource Growth, Dice Rolling, Enclosure, Grid Coverage, Hand Management, Income, Layering, Pattern Recognition, Push Your Luck, Solo / Solitaire Game, Square Grid, Tile Placement, Turn Order: Pass Order, Worker Placement",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
259,178900,Codenames,2015,https://cf.geekdo-images.com/nC6ifPCDnAItwoKSKXVrnw__small/img/1iZav_8ZqurrDbvkZA9GcFhB5x0=/fit-in/200x150/filters:strip_icc()/pic8907965.jpg,2,8,15,15,10,7.52886,100969,1.30299,1.2567,159,173360,"Card Game, Deduction, Party Game, Spies / Secret Agents, Word Game","Communication Limits, Deduction, Memory, Race, Team-Based Game",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
258,180263,The 7th Continent,2017,https://cf.geekdo-images.com/OYne8uBCHv5oEgRfpOrV0A__small/img/_YPdmxegKIoZI_ButuMJzfw9UBo=/fit-in/200x150/filters:strip_icc()/pic2648303.jpg,1,4,5,1000,14,7.74303,23024,1.70852,2.8991,158,38571,"Adventure, Card Game, Exploration, Science Fiction","Area Movement, Cooperative Game, Hand Management, Map Addition, Modular Board, Narrative Choice / Paragraph, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Storytelling, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
16,182028,Through the Ages: A New Story of Civilization,2015,https://cf.geekdo-images.com/fVwPntkJKgaEo0rIC0RwpA__small/img/31usGlzlBReEFf60bcgbvDTjwCg=/fit-in/200x150/filters:strip_icc()/pic2663291.jpg,2,4,120,120,14,8.25488,34172,1.5313,4.4403,16,39464,"Card Game, Civilization, Economic","Action Points, Auction / Bidding, Auction: Dutch, Events, Income, Open Drafting, Player Elimination, Tags, Take That",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
66,182874,Grand Austria Hotel,2015,https://cf.geekdo-images.com/GlCmHjdLwv3SqSjv52ToGw__small/img/WXzXZh50EGKd1U2fg75fCbFIL_8=/fit-in/200x150/filters:strip_icc()/pic6966955.jpg,2,4,60,120,12,7.96084,24090,1.24972,3.2028,66,31287,Economic,"Action Drafting, Contracts, Dice Rolling, End Game Bonuses, Hand Management, Set Collection, Turn Order: Progressive, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
43,183394,Viticulture Essential Edition,2015,https://cf.geekdo-images.com/l_PRU2lVlX9seScRFcvFlA__small/img/pULDtVd75QZgGfvSMhr6Rs07vK8=/fit-in/200x150/filters:strip_icc()/pic6500949.jpg,1,6,45,90,13,7.96424,53714,1.27643,2.8957,43,75606,"Economic, Farming","Contracts, Hand Management, Race, Solo / Solitaire Game, Turn Order: Auction, Victory Points as a Resource, Worker Placement, Worker Placement, Different Worker Types",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
54,184267,On Mars,2020,https://cf.geekdo-images.com/Nm0Iw8NoiM9V8IsifimGBw__small/img/4GFbhkEWyIublXmikE2Tep6wSIQ=/fit-in/200x150/filters:strip_icc()/pic4357658.jpg,1,4,90,150,14,8.16933,14407,1.5155,4.6306,54,22277,"City Building, Economic, Exploration, Science Fiction, Space Exploration, Territory Building","Contracts, Delayed Purchase, End Game Bonuses, Hexagon Grid, Income, Movement Points, Moving Multiple Units, Set Collection, Solo / Solitaire Game, Tech Trees / Tech Tracks, Tile Placement, Variable Phase Order, Worker Placement",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
59,185343,Anachrony,2017,https://cf.geekdo-images.com/31quLNzteInnevVRAABoow__small/img/a0G93aMOKp3_mmnCURYWuZd210U=/fit-in/200x150/filters:strip_icc()/pic3499707.jpg,1,4,30,120,15,8.04626,20937,1.38878,4.0,59,26416,"Economic, Science Fiction","Contracts, Dice Rolling, Die Icon Resolution, End Game Bonuses, Events, Map Reduction, Open Drafting, Set Collection, Solo / Solitaire Game, Turn Order: Claim Action, Variable Player Powers, Variable Set-up, Worker Placement, Worker Placement, Different Worker Types",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
10,187645,Star Wars: Rebellion,2016,https://cf.geekdo-images.com/7SrPNGBKg9IIsP4UQpOi8g__small/img/gAxzddRVQiRdjZHYFUZ2xc5Jlbw=/fit-in/200x150/filters:strip_icc()/pic4325841.jpg,2,4,180,240,14,8.41996,35498,1.36243,3.7468,10,55683,"Civil War, Movies / TV / Radio theme, Science Fiction, Space Exploration, Wargame","Area Majority / Influence, Area Movement, Card Play Conflict Resolution, Contracts, Delayed Purchase, Dice Rolling, Die Icon Resolution, Events, Hand Management, Hidden Movement, Income, Once-Per-Game Abilities, Tags, Take That, Team-Based Game, Variable Player Powers, Variable Set-up, Worker Placement, Different Worker Types",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
262,189932,Tyrants of the Underdark,2016,https://cf.geekdo-images.com/F58jczp5xk9CYFimrytXaw__small/img/X2ur4XNMdPRURbaziJ8nQmioNGE=/fit-in/200x150/filters:strip_icc()/pic2801874.jpg,2,4,60,60,14,7.90988,10441,1.22048,2.5362,162,11944,"Fantasy, Fighting","Area Majority / Influence, Connections, Deck, Bag, and Pool Building, Delayed Purchase, Open Drafting, Take That, Variable Set-up, Zone of Control",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
201,191189,Aeon's End,2016,https://cf.geekdo-images.com/d50LceHj6LIafa4S_qIsCg__small/img/KMFA-gXm_LbZpyXSAHbIZm-eAcQ=/fit-in/200x150/filters:strip_icc()/pic3189350.jpg,1,4,60,60,14,7.87043,23361,1.37301,2.8061,101,33860,"Card Game, Fantasy, Fighting, Science Fiction","Chit-Pull System, Cooperative Game, Deck, Bag, and Pool Building, Delayed Purchase, Hand Management, Open Drafting, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers, Variable Set-up",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
36,192135,Too Many Bones,2017,https://cf.geekdo-images.com/wKwRk0wYBcrtLAfgn4PCdg__small/img/mJNzYNKvYWDlaaD12V32BJ453d0=/fit-in/200x150/filters:strip_icc()/pic6624445.png,1,4,60,120,12,8.3012,16323,1.53688,3.8592,36,24908,"Adventure, Dice, Fantasy, Fighting","Cooperative Game, Dice Rolling, Die Icon Resolution, Grid Movement, Narrative Choice / Paragraph, Resource to Move, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Square Grid, Stat Check Resolution, Tech Trees / Tech Tracks, Turn Order: Role Order, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
17,193738,Great Western Trail,2016,https://cf.geekdo-images.com/u1l0gH7sb_vnvDvoO_QHqA__small/img/9lxFidyDb8j6D1vobx4e3UwZ-FI=/fit-in/200x150/filters:strip_icc()/pic4887376.jpg,2,4,75,150,12,8.15757,43201,1.321,3.6957,17,46649,"American West, Animals","Deck, Bag, and Pool Building, Hand Management, Ownership, Set Collection, Track Movement, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
252,196340,Yokohama,2016,https://cf.geekdo-images.com/3edsEXwH21uaO8HXXdD1Dg__small/img/jUrVfOrsWBIaTRd5F6RKHFOYcaQ=/fit-in/200x150/filters:strip_icc()/pic7745916.png,2,4,90,90,14,7.7963,13364,1.15125,3.2794,152,18613,Economic,"Contracts, End Game Bonuses, Grid Movement, Modular Board, Network and Route Building, Set Collection, Variable Set-up, Worker Placement, Worker Placement, Different Worker Types",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
256,198928,Iberia,2016,https://cf.geekdo-images.com/yAhmRtAw66-IOg4C22m9bA__small/img/OQJdm7fuUH8qipCt2xiXXTmihoo=/fit-in/200x150/filters:strip_icc()/pic6834208.jpg,2,5,45,45,8,7.87471,11616,1.19046,2.6009,156,21239,"Medical, Post-Napoleonic, Trains","Action Points, Cooperative Game, Hand Management, Network and Route Building, Point to Point Movement, Set Collection, Solo / Solitaire Game, Trading, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
41,199792,Everdell,2018,https://cf.geekdo-images.com/fjE7V5LNq31yVEW_yuqI-Q__small/img/Cf_mYxR_VvdjTEPXseSurni2JNI=/fit-in/200x150/filters:strip_icc()/pic3918905.png,1,4,40,80,10,7.992,65180,1.30341,2.8267,41,99619,"Animals, Card Game, City Building, Fantasy","Contracts, End Game Bonuses, Hand Management, Income, Open Drafting, Ownership, Set Collection, Solo / Solitaire Game, Tags, Variable Set-up, Worker Placement",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
83,200680,Agricola (Revised Edition),2016,https://cf.geekdo-images.com/YCGWJMFwOI5efji2RJ2mSw__small/img/h_Rp2XYqaNElM2hrYxUSzMxRRgM=/fit-in/200x150/filters:strip_icc()/pic8093340.jpg,1,4,30,120,12,7.95722,20531,1.41716,3.4465,83,28281,"Animals, Economic, Farming","Enclosure, Hand Management, Worker Placement, Advantage Token, Automatic Resource Growth, Closed Drafting, Increase Value of Unchosen Resources, Solo / Solitaire Game, Team-Based Game, Turn Order: Claim Action, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
96,201808,Clank!: A Deck-Building Adventure,2016,https://cf.geekdo-images.com/DPjV1iI0ygo5Bl3XLNRiIg__small/img/O2WnqJew5gNjQqPUH3gqmTBc1pQ=/fit-in/200x150/filters:strip_icc()/pic4449526.jpg,2,4,30,60,12,7.76563,46321,1.20564,2.2313,96,60662,"Adventure, Fantasy","Action Points, Deck, Bag, and Pool Building, Delayed Purchase, End Game Bonuses, Movement Points, Open Drafting, Player Elimination, Point to Point Movement, Push Your Luck, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
235,203993,Lorenzo il Magnifico,2016,https://cf.geekdo-images.com/8G6GkImjt0F_L5aYb8fmtQ__small/img/MoUo5LUThQh7CyxGX6QnPBM5zAo=/fit-in/200x150/filters:strip_icc()/pic3175535.jpg,2,4,60,120,12,7.83142,15043,1.2249,3.2845,135,17602,Renaissance,"Contracts, Dice Rolling, End Game Bonuses, Open Drafting, Turn Order: Claim Action, Variable Set-up, Worker Placement, Worker Placement with Dice Workers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
